#   RA   Dec   GaiaMag_V   counts    aper_SNR    mag_V   err_mag_V
346.796158 58.606016 12.501 18020.22 65.7 12.542 0.016
346.889412 58.606559 13.590 6178.60 24.7 13.704 0.043
346.869562 58.604186 14.818 2233.08 9.2 14.809 0.112
346.842993 58.602894 11.775 35813.54 117.5 11.796 0.009
346.627601 58.597438 13.403 7377.24 29.0 13.511 0.037
346.994602 58.598636 13.738 5130.54 20.7 13.906 0.051
346.879190 58.592257 14.643 2162.72 8.9 14.843 0.116
346.771095 58.586804 13.764 5981.39 23.7 13.739 0.045
346.563992 58.574165 11.326 53036.11 159.5 11.370 0.007
346.680988 58.576147 12.899 12273.50 46.5 12.959 0.023
346.688838 58.576048 14.815 2216.56 9.1 14.817 0.114
346.547662 58.572321 14.069 3809.63 15.4 14.229 0.068
346.940076 58.575919 14.405 2783.63 11.4 14.569 0.092
346.778725 58.568901 14.018 5066.40 20.1 13.919 0.053
346.992397 58.573346 11.040 68234.66 192.8 11.096 0.006
346.952555 58.571834 13.388 7377.57 29.1 13.511 0.037
346.596925 58.562196 14.194 3591.41 14.6 14.293 0.072
346.897013 58.568710 13.284 8364.98 32.5 13.375 0.033
346.986693 58.568932 13.135 9153.43 35.6 13.277 0.030
347.023586 58.562206 14.490 3115.65 12.9 14.447 0.081
346.767472 58.555849 15.045 1916.30 7.8 14.975 0.131
346.728074 58.553834 15.101 2092.89 8.6 14.879 0.120
346.791983 58.554192 9.905 331448.91 530.4 9.380 0.002
346.798596 58.550439 13.292 8798.67 33.9 13.320 0.032
346.780262 58.549194 13.679 5900.69 23.2 13.754 0.046
347.016236 58.553260 12.790 12863.61 48.9 12.908 0.022
346.938214 58.547705 14.142 3866.16 15.6 14.213 0.067
346.963411 58.543264 12.305 20646.54 74.1 12.394 0.015
346.722572 58.537083 14.437 3072.07 12.5 14.462 0.084
346.679625 58.534932 13.023 10591.14 40.6 13.119 0.026
346.747937 58.535305 15.010 1829.58 7.5 15.025 0.136
346.852904 58.537315 14.217 3701.99 14.9 14.260 0.070
346.983472 58.538919 13.659 5734.27 22.9 13.785 0.046
346.933036 58.533538 11.434 48118.31 148.1 11.475 0.007
346.656850 58.525489 12.120 26295.57 91.1 12.131 0.012
346.740280 58.526863 13.742 5941.74 23.6 13.746 0.045
346.968134 58.529061 14.090 3896.51 15.8 14.204 0.067
346.679714 58.517131 14.442 2760.99 11.3 14.578 0.092
346.612071 58.509701 14.448 2840.59 11.6 14.547 0.089
346.749570 58.510391 14.922 2004.44 8.2 14.926 0.125
346.567274 58.505243 13.078 10236.94 39.7 13.156 0.027
346.911853 58.508663 14.441 2934.96 12.0 14.512 0.087
346.601430 58.500465 14.419 2685.32 11.0 14.608 0.094
346.719259 58.500210 13.104 10323.58 39.7 13.146 0.027
346.809027 58.495336 14.917 1753.53 7.2 15.071 0.141
346.990487 58.499150 14.792 1990.28 8.2 14.934 0.125
347.026863 58.499922 13.592 5738.04 23.2 13.784 0.046
346.654965 58.491805 14.197 3396.95 13.9 14.353 0.076
346.682839 58.490519 13.807 5225.83 21.0 13.886 0.050
346.883541 58.484533 14.257 3535.52 14.4 14.310 0.073
346.610502 58.477031 12.523 16271.49 60.6 12.652 0.018
346.583477 58.474161 14.685 2130.63 8.9 14.860 0.116
346.745841 58.475774 12.808 13380.99 50.5 12.865 0.021
346.741138 58.468682 14.352 3198.62 13.1 14.419 0.080
346.616465 58.457562 13.745 5139.20 20.8 13.904 0.051
346.760257 58.459667 13.297 7971.12 31.3 13.427 0.034
347.031706 58.464168 13.827 8615.45 33.9 13.343 0.032
347.031706 58.464168 13.827 4834.65 19.8 13.970 0.053
347.031706 58.464168 13.827 8829.11 34.7 13.316 0.031
346.895839 58.457051 13.488 6779.85 26.9 13.603 0.040
346.575027 58.448716 14.110 3915.57 16.0 14.199 0.066
346.652060 58.451253 12.105 24453.83 86.1 12.210 0.013
346.575027 58.448716 14.110 3823.89 15.7 14.225 0.067
346.745914 58.450458 12.748 13345.83 50.5 12.868 0.021
346.712593 58.449233 13.055 10082.43 39.2 13.172 0.027
346.836007 58.451845 12.734 13302.76 50.2 12.871 0.021
346.749642 58.448179 11.883 30392.89 103.0 11.974 0.010
346.909577 58.450050 14.546 2679.69 11.0 14.611 0.094
346.808028 58.445587 13.245 8099.94 31.7 13.410 0.034
346.781667 58.435489 14.620 2290.12 9.4 14.781 0.110
346.684505 58.425179 12.899 2201.88 9.4 14.824 0.110
